,ddc,주류(한글),강목(한글),요목(한글),세목(한글)
2917,940,"현대 세계의 특정 대륙, 국가, 지역의 역사; 지구 외 세계",유럽의 역사,유럽의 역사,유럽의 역사
2918,940.01-940.09,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 역사,표준 세분
2919,940.1,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 역사,1453년까지의 초기 역사
2920,940.2,"현대 세계의 특정 대륙, 국가, 지역의 역사; 지구 외 세계",유럽의 역사,유럽의 역사,1453-
2921,940.3,"현대 세계의 특정 대륙, 국가, 지역의 역사; 지구 외 세계",유럽의 역사,유럽의 역사,"제1차 세계 대전, 1914-1918"
2922,940.4,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 역사,제1차 세계 대전의 군사 역사
2923,940.5,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 역사,1918-
2924,941,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,*영국 제도
2925,941.00202,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,영국--개요
2926,941.004916,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,켈트족--현대
2927,941.004924,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,유대인--영국
2928,941.0072,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,영국--연구
2929,941.0099,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,영국의 전기 수집
2930,941.01,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,1066년까지의 초기 역사
2931,941.02-941.05,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,"노르만 시대부터 튜더 왕가 시대, 1066-1603"
2932,941.06,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,"스튜어트 가문과 영연방 시대, 1603-1714"
2933,941.07,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,"하노버 왕조 시대, 1714-1837"
2934,941.08,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,"빅토리아 시대와 윈저 가문, 1837-"
2935,941.1,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,*스코틀랜드
2936,941.2-941.4,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,"스코틀랜드 북동부, 스코틀랜드 남동부, 스코틀랜드 남서부 지역"
2937,941.5,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,*아일랜드
2938,941.6,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,"*북아일랜드; 아일랜드 공화국 도네갈 카운티, 모나한 카운티, 캐번 카운티"
2939,941.7,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,*아일랜드 공화국(Eire)
2940,941.8,"현대 세계의 특정 대륙, 국가, 지역의 역사; 지구 외 세계",유럽의 역사,*영국 제도,*렌스터
2941,941.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*영국 제도,*먼스터
2942,942,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*잉글랜드와 웨일즈,*잉글랜드와 웨일즈
2943,942.0072,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*잉글랜드와 웨일즈,영국--연구
2944,942.009732,"현대 세계의 특정 대륙, 국가, 지역의 역사; 지구 외 세계",유럽의 역사,*잉글랜드와 웨일즈,영국--도시 지역
2945,942.009734,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*잉글랜드와 웨일즈,영국-농촌 지역
2946,942.01-942.08,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*잉글랜드와 웨일즈,"잉글랜드와 웨일스를 함께, 잉글랜드만 역사적 기간"
2947,942.1-942.8,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*잉글랜드와 웨일즈,영국의 지역
2948,942.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*잉글랜드와 웨일즈,*웨일즈
2949,943,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,독일 및 인근 중부 유럽 국가
2950,943.0001-943.0008,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 주변 중부 유럽 국가,중부 유럽의 표준 구획
2951,943.0009,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,"고고학; 역사적 기간; 일반적으로 지역, 지역, 장소; 중부 유럽의 전기 수집"
2952,943.001-943.009,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,독일의 표준 구획
2953,943.01-943.08,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,독일의 역사적 기간
2954,943.1,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,*독일 북동부
2955,943.2,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,*작센과 튀링겐
2956,943.3-943.5,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,"바이에른(바이에른), 독일 남서부, 독일 북서부 지역"
2957,943.6,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 주변 중부 유럽 국가,*오스트리아 및 리히텐슈타인
2958,943.7,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 주변 중부 유럽 국가,*체코 공화국 및 슬로바키아
2959,943.8,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,*폴란드
2960,943.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,독일 및 인근 중부 유럽 국가,*헝가리
2961,944,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*프랑스와 모나코,*프랑스와 모나코
2962,944.004924,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*프랑스와 모나코,유대인--프랑스
2963,944.007202,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*프랑스와 모나코,역사가--프랑스
2964,944.01-944.08,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*프랑스와 모나코,"프랑스와 모나코의 역사 기간, 프랑스만의 역사 기간"
2965,944.1-944.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*프랑스와 모나코,프랑스와 모나코의 지역
2966,945,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타","*이탈리아, 산마리노, 바티칸 시국, 몰타"
2967,945.01-945.09,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타","이탈리아, 산마리노, 바티칸 시국, 몰타의 역사적 기간; 이탈리아만의"
2968,945.1,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*이탈리아 북서부
2969,945.2,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*롬바르디아(롬바르디아) 지역
2970,945.3,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*이탈리아 북동부
2971,945.4,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*에밀리아로마냐 지역 및 산마리노
2972,945.5,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*투스카니(토스카나) 지역
2973,945.6,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*이탈리아 중부 및 바티칸 시국
2974,945.7,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*이탈리아 남부
2975,945.8,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*시칠리아 및 인접 섬
2976,945.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"*이탈리아, 산마리노, 바티칸 시국, 몰타",*사르디니아
2977,946,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈","스페인, 안도라, 지브롤터, 포르투갈"
2978,946.0001-946.0008,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈","스페인, 안도라, 지브롤터, 포르투갈의 표준 세분"
2979,946.0009,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈","고고학; 역사적 기간; 일반적으로 지역, 지역, 장소; 스페인, 안도라, 지브롤터, 포르투갈의 전기를 함께 모았습니다."
2980,946.001-946.009,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈",스페인의 표준 구획
2981,946.01-946.08,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈",스페인의 역사적 기간
2982,946.1-946.8,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈","스페인, 안도라, 지브롤터 지역"
2983,946.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,"스페인, 안도라, 지브롤터, 포르투갈",*포르투갈
2984,947,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 주변 동유럽 국가,러시아 및 인근 동유럽 국가
2985,947.0001-947.0008,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 인근 동유럽 국가,동유럽의 표준 구획
2986,947.0009,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 인근 동유럽 국가,"고고학; 역사적 기간; 지역, 지역, 장소 일반; 동유럽의 수집된 전기"
2987,947.001-947.009,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 인근 동유럽 국가,러시아의 표준 구획
2988,947.01-947.08,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 인근 동유럽 국가,러시아의 역사적 기간
2989,947.1-947.4,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 인근 동유럽 국가,러시아의 지역
2990,947.5-947.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,러시아 및 인근 동유럽 국가,러시아를 제외한 구소련의 유럽 국가들; 러시아의 코카서스 지역
2991,948,"현대 세계의 특정 대륙, 국가, 지역의 역사; 지구 외 세계",유럽의 역사,*스칸디나비아와 핀란드,*스칸디나비아 및 핀란드
2992,948.0049457,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,사미어(유럽인)
2993,948.01-948.07,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,역사적 기간
2994,948.1,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,*노르웨이
2995,948.2-948.4,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,노르웨이의 지역
2996,948.5,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,*스웨덴
2997,948.6-948.8,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,스웨덴의 지역
2998,948.9,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,*스칸디나비아 및 핀란드,덴마크와 핀란드
2999,949,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 다른 지역,유럽의 다른 지역
3000,949.1,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 다른 지역,*북서쪽 섬
3001,949.2,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 다른 지역,*네덜란드
3002,949.3,"현대 세계의 특정 대륙, 국가, 지역의 역사; 외계 세계",유럽의 역사,유럽의 다른 지역,*벨기에 및 룩셈부르크
