,주류,강목,요목번호,요목명,세목번호,세목명
2958,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.7,*Czech Republic and Slovakia
2959,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.8,*Poland
2960,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,943,Germany and neighboring central European countries,943.9,*Hungary
2961,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,944,*France and Monaco,944,*France and Monaco
2962,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,944,*France and Monaco,944.004924,Jews--France
2963,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,944,*France and Monaco,944.007202,Historians--France
2964,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,944,*France and Monaco,944.01-944.08,"Historical periods of France and Monaco together, of France alone"
2965,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,944,*France and Monaco,944.1-944.9,Localities of France and Monaco
2966,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945,"*Italy, San Marino, Vatican City, Malta"
2967,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.01-945.09,"Historical periods of Italy, San Marino, Vatican City, Malta together; of Italy alone"
2968,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.1,*Northwestern Italy
2969,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.2,*Lombardy (Lombardia) region
2970,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.3,*Northeastern Italy
2971,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.4,*Emilia-Romagna region and San Marino
2972,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.5,*Tuscany (Toscana) region
2973,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.6,*Central Italy and Vatican City
2974,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.7,*Southern Italy
2975,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.8,*Sicily and adjacent islands
2976,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,945,"*Italy, San Marino, Vatican City, Malta",945.9,*Sardinia
2977,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,946,"Spain, Andorra, Gibraltar, Portugal",946,"Spain, Andorra, Gibraltar, Portugal"
2978,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,946,"Spain, Andorra, Gibraltar, Portugal",946.0001-946.0008,"Standard subdivisions of Spain, Andorra, Gibraltar, Portugal together"
2979,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,946,"Spain, Andorra, Gibraltar, Portugal",946.0009,"Archaeology; historical periods; areas, regions, places in general; collected biography of Spain, Andorra, Gibraltar, Portugal together"
2980,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,946,"Spain, Andorra, Gibraltar, Portugal",946.001-946.009,Standard subdivisions of Spain
2981,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,946,"Spain, Andorra, Gibraltar, Portugal",946.01-946.08,Historical periods of Spain
2982,"History of specific continents, countries, localities in modern world; extraterrestrial worlds",History of Europe,946,"Spain, Andorra, Gibraltar, Portugal",946.1-946.8,"Localities of Spain, Andorra, Gibraltar"
